Human	Worm	Type	OMAGroup
6005	178927	1:1	
7180	186050	n:m	965592
7180	186053	n:m	
7180	183343	n:m	
7180	183344	n:m	
7180	178798	n:m	
7180	186714	n:m	
10321	186050	n:m	
10321	186053	n:m	
10321	183343	n:m	
10321	183344	n:m	
10321	178798	n:m	
10321	186714	n:m	
5232	171965	n:1	1250730
HUMAN85169	180010	1:1	1134260
9697	177902	n:1	
2729	174438	1:1	752675
54511	171738	n:1	1147692
5558	173122	1:1	789794
7803	180677	n:1	
135152	174517	n:1	
22999	180990	n:1	962933
25821	174563	1:1	1162052
135228	173367	1:1	765480
55754	177213	1:1	
4646	171712	1:m	963825
4646	176872	1:m	
83699	260216	n:1	971960
594	172539	1:1	1180064
HUMAN85573	172187	n:1	
7162	CAEEL20579	1:1	963632
23033	173156	n:1	
5238	177678	1:1	1189056
4199	175079	n:1	
51167	CAEEL02179	1:1	
57231	174997	1:1	
10492	173086	n:1	
10559	176227	1:1	
57038	174023	1:1	1243301
55122	171997	1:1	1180971
8732	172814	1:1	
2569	183758	1:m	
2569	179547	1:m	
2569	181193	1:m	
58528	178084	n:1	1203895
23195	186322	1:1	961046
2045	CAEEL04156	n:1	
23376	177471	1:1	
84553	190020	1:1	856083
51805	178403	1:1	929905
25957	173015	1:1	
892	175357	1:1	961215
10973	190256	1:1	1183787
9474	171735	1:1	945537
84816	3565366	1:1	
55278	176982	1:1	863330
11231	173278	1:1	1250263
28962	174483	1:1	1239040
8724	189240	n:1	
246269	172427	1:1	1238032
27244	171593	n:1	
HUMAN86063	172620	1:1	1168819
8936	187639	1:1	
51362	172999	1:1	961082
23097	172677	n:1	
262	173269	1:1	1133758
84154	171892	1:1	795360
2534	171722	n:1	
4082	182802	1:m	
4082	178533	1:m	
3066	173074	n:1	1193054
222537	185573	n:1	
441168	183429	n:1	
100128327	176344	n:1	
254228	183429	n:1	
51389	173136	1:1	1202204
6098	179204	1:1	
57120	3565651	1:1	1213105
222553	190665	n:1	
25842	172812	n:1	1239640
4121	172510	n:m	
4121	CAEEL15762	n:m	
57515	179093	n:m	1246183
57515	179964	n:m	
2173	172390	n:m	
2173	191701	n:m	911063
2173	188761	n:m	
10924	191439	n:1	
51020	185809	1:1	
135112	179225	n:1	
135114	182943	1:1	
60487	171864	1:1	
55862	171951	1:1	
3908	172952	n:1	962885
9439	173345	1:1	1182098
8417	172718	n:1	
116843	180457	1:1	
6206	175786	1:1	1214167
6446	181697	n:1	
64577	180979	1:1	950130
10767	172672	1:1	961820
4217	24104671	n:1	1214392
51534	172528	1:1	961472
134637	178281	1:1	877640
9749	175230	1:1	
84946	172857	1:1	
7402	173038	n:1	965167
2911	172914	1:1	
10981	3565633	n:1	
134957	172209	n:1	
85313	172664	1:1	
11104	172612	1:1	
5110	178981	1:1	1170670
389434	182108	1:1	
79624	180370	1:1	
80129	CAEEL04324	1:1	
54516	177294	1:1	
51106	188022	1:1	1212878
57492	3565337	n:1	
8871	178284	n:1	
404672	190298	1:1	1233556
6993	172476	n:1	942587
7430	172174	n:1	
6648	172632	1:m	1246443
6648	181748	1:m	
6950	174318	1:1	847238
29074	183940	1:1	942608
154197	187256	1:1	672916
5071	176816	1:1	
135138	184039	1:1	
HUMAN87339	183125	1:1	697792
6862	190678	1:m	
6862	190679	1:m	
113402	3565210	n:1	
51660	259500	1:1	
6196	172647	n:1	
HUMAN87372	190096	1:1	
55274	3565141	1:1	
5689	176161	1:1	
5134	259501	1:1	1221442
51608	175658	1:1	
90639	172913	1:1	1154501
90637	179898	1:1	1227526
29960	185813	1:1	1166748
8662	175138	1:1	715027
80727	181328	n:1	
2768	181157	n:1	1245109
221935	177597	n:1	
56903	174513	n:m	
56903	174816	n:m	1237283
56903	179458	n:m	
221938	171731	n:1	
26100	179246	n:1	
60	179534	n:m	
60	180767	n:m	
51622	186547	n:1	1220023
5395	55285961	1:1	959972
HUMAN87780	176140	n:1	
5879	177111	n:m	962074
5879	186939	n:m	
221955	3565075	1:1	714936
11014	175833	n:m	
11014	181228	n:m	1175969
51622	186547	n:1	
56913	176455	1:1	871624
1607	186262	n:1	
392636	176695	1:1	
57037	171623	1:1	1192483
23161	178482	1:1	752149
221823	176016	n:1	
340273	172262	n:m	
340273	178215	n:m	
340273	180165	n:m	
54543	176101	1:1	
29896	176613	n:1	
54205	177243	1:m	808047
54205	179728	1:m	
3181	177101	1:1	
11112	180344	1:1	1226823
HUMAN88274	175268	n:1	978173
1124	175268	n:1	
79017	183430	1:1	
2617	175703	1:1	1251039
11185	175868	n:m	
11185	176217	n:m	
11185	179385	n:m	
23658	180047	1:1	1197235
23080	175917	1:1	961620
51251	175843	n:m	
51251	178457	n:m	1241672
27241	183572	1:1	1242501
23333	191628	n:1	1238423
64224	172916	n:1	
HUMAN88498	173233	1:1	
9844	172890	n:1	
27072	180800	1:1	
5898	175433	n:1	
79020	173868	1:1	
5683	179493	n:1	1218158
5683	179493	n:1	
64951	259579	1:1	1172838
51619	178006	n:1	
28988	176813	1:1	
5425	178077	1:1	1251470
58498	181775	n:m	
58498	181776	n:m	
HUMAN88765	172751	1:1	
10652	176031	1:1	1221854
816	177921	n:1	963523
29881	176165	n:m	
29881	180719	n:m	1151124
54606	173432	1:1	
222068	180307	n:1	
4967	177235	n:1	1250563
5478	179936	1:1	
94239	177212	n:1	1236944
5814	177540	n:1	
64005	175521	n:1	961974
23148	189854	1:1	
3364	171939	n:1	
7378	176077	1:1	924093
10320	180756	n:1	
23480	179510	1:1	1214333
1956	174462	n:1	964415
349075	180575	1:1	
5723	178304	1:1	1211144
908	175819	n:1	847243
HUMAN89087	CAEEL06637	n:1	
2990	173326	1:1	1137330
27297	4926972	1:1	1177704
8460	176684	n:1	712197
27342	176481	1:1	
HUMAN89183	175218	1:1	1246404
9883	172234	n:1	
378108	173587	1:1	
55695	175153	1:1	961216
9031	CAEEL04113	n:1	
26608	174409	1:1	1203503
51085	176050	n:1	
155382	178944	n:1	
114049	175671	1:1	1196418
6804	176743	n:1	780106
HUMAN89295	173096	1:1	955138
5982	176946	1:1	960921
81554	173245	1:1	962164
100101267	172234	n:1	
3092	176224	n:1	
HUMAN89433	175710	1:1	910029
83862	175305	n:1	
4191	175936	1:1	1216172
2770	171675	n:1	
948	180812	1:1	
10512	171727	1:1	
2913	191707	n:1	
222223	178425	n:1	1233338
54677	180126	1:m	
54677	CAEEL19686	1:m	918633
5244	172262	n:m	
5244	178215	n:m	
5244	180165	n:m	
5243	172262	n:m	
5243	178215	n:m	
5243	180165	n:m	
55972	175537	1:1	917346
85865	175664	1:1	
8321	172856	n:1	
HUMAN89800	191275	n:1	965207
889	191275	n:1	
257415	175619	n:1	
55610	183433	1:1	914190
HUMAN89883	CAEEL15686	1:m	
HUMAN89883	183787	1:m	
10282	259570	1:1	
5444	171999	n:m	
5444	6418581	n:m	
5444	172389	n:m	
5444	4363028	n:m	
5446	171999	n:m	
5446	6418581	n:m	
5446	172389	n:m	
5446	4363028	n:m	903215
5445	171999	n:m	
5445	6418581	n:m	
5445	172389	n:m	
5445	4363028	n:m	
1780	177440	n:1	
10165	175242	n:1	
7979	175284	1:1	
57001	179830	1:1	936496
440	184935	1:1	
8295	CAEEL05922	1:1	
10552	3565442	1:1	1251413
8896	176368	1:1	960196
10898	178151	1:1	913227
4176	178831	1:1	1134258
221914	181658	n:1	
3268	176499	1:1	
4034	180893	1:1	
64598	181060	n:1	
51412	177325	n:1	
64599	174103	1:1	964870
10248	36805064	1:1	
2050	CAEEL04156	n:1	
56996	173453	1:1	962512
51593	171996	1:1	
43	181706	1:1	
1174	178989	n:1	
8985	174564	n:1	
10467	183878	1:1	1158656
51024	185630	1:m	
51024	184409	1:m	1216568
64792	189055	1:1	
79706	175947	1:1	
54784	175765	1:1	
HUMAN90536	175056	n:1	
HUMAN90549	175056	n:1	
246721	175056	n:1	1240651
246721	175056	n:1	
222235	173919	1:1	
222236	177136	1:m	
222236	177137	1:m	
9512	177725	1:1	937089
27000	177419	1:1	961309
5701	179641	1:1	960936
375611	179357	n:m	
375611	179626	n:m	
375611	CAEEL15741	n:m	
HUMAN90648	184971	n:1	
6733	176328	n:1	
6856	177608	n:1	
11062	183479	1:1	1237357
55973	177072	1:1	
5172	189195	1:1	
79872	173277	1:1	
1738	178387	1:1	1139991
3912	177292	n:1	
4897	177602	1:1	
83943	176919	1:1	829999
9732	177942	n:1	
11179	179375	1:1	
3475	178090	n:1	
3475	178090	n:1	1224350
26136	177515	1:1	
830	177497	n:1	945517
7982	178152	n:1	
51691	177393	1:1	
54556	3564936	1:1	
51384	177821	1:1	831189
10157	176842	1:1	1153829
93664	178233	n:1	
6561	CAEEL07330	1:1	
4698	177786	1:1	1161036
23553	174383	n:1	
136157	188472	n:1	
2918	177327	n:1	940644
5078	185022	1:1	
27044	173811	1:1	1208340
3614	177457	n:1	1249781
55798	4363033	n:1	
HUMAN91226	180769	n:1	
2318	176855	n:1	
9296	174596	1:1	1203677
23534	CAEEL03603	1:1	696848
HUMAN91269	171872	n:1	978167
57464	174165	n:1	1242227
7328	CAEEL09754	1:1	
26958	177891	n:1	1169263
91584	246019	n:1	
60412	172924	1:1	780229
84912	177424	1:m	698765
84912	183743	1:m	
23165	174823	1:1	
136319	180545	1:1	964602
1129	179962	n:1	
9162	174068	n:1	
79989	182970	1:1	1231177
154791	259333	1:1	1234308
51631	174246	n:1	961694
100996928	174246	n:1	
84255	188431	1:m	
84255	188430	1:m	
84255	177977	1:m	962977
23608	176918	n:1	1207523
90956	175741	1:1	946384
673	177436	1:1	962750
51650	184770	1:1	1180225
55503	CAEEL15456	n:m	
55503	188364	n:m	
56302	CAEEL15456	n:m	
56302	188364	n:m	
373156	191563	1:m	
373156	177498	1:m	
1180	174187	n:1	
2041	CAEEL04156	n:1	
27010	176258	1:1	
26047	178167	n:1	
8454	176466	1:1	1214896
9601	176147	1:1	962256
HUMAN91969	177757	1:1	1160249
11194	171694	1:1	961015
9311	CAEEL00598	n:m	
9311	182851	n:m	
9311	184882	n:m	
9311	185036	n:m	
9311	181468	n:m	
1020	176774	1:1	961043
116988	176490	n:1	
10061	176771	n:1	961045
10061	176771	n:1	
54480	176231	n:1	1173751
6604	172018	n:m	834493
6604	176426	n:m	
6009	176327	n:1	961048
168391	176595	1:1	
63917	176647	1:1	1131522
57180	171857	n:1	
22976	177818	1:1	
155435	175227	1:1	
64327	176182	n:1	
64434	173006	1:1	961395
3110	180313	1:1	
10049	175745	1:1	
26260	183975	n:1	1162496
55326	185044	1:1	939229
54984	174456	1:1	962288
66036	178790	1:1	1174775
1508	178611	1:m	
1508	179053	1:m	
1508	179637	1:m	
1508	179645	1:m	
1508	180033	1:m	
1508	180931	1:m	
85002	176269	n:1	
653333	176269	n:1	
137868	184162	n:1	
7991	176089	n:1	
286097	179837	n:1	917382
51201	191420	n:1	962039
29883	176625	n:1	
9108	176757	n:1	
427	173120	1:1	1221621
63898	177933	n:1	
6570	180837	n:1	
526	180692	1:1	
23039	179467	n:1	802607
649	CAEEL20699	n:1	
9796	187361	1:m	
9796	6418755	1:m	755510
9796	13216887	1:m	
23516	190312	n:1	
5533	177943	n:1	
91782	174442	1:1	715186
9583	177567	n:m	
9583	180860	n:m	861594
51312	174752	n:1	
80005	177942	n:1	
5520	172826	n:1	
1135	172150	1:1	
55246	175082	1:1	1190468
55140	179669	1:1	1180985
55756	179142	1:1	
79618	171679	1:1	
23303	CAEEL18488	n:1	
51669	174716	1:1	
23484	174028	n:1	780489
10671	171891	1:1	
2961	174765	1:1	808755
2936	175467	1:1	1139992
5516	178117	n:1	
84549	175903	1:1	1206788
HUMAN93371	177334	n:1	
11160	178178	n:1	1230334
11212	173906	1:1	1215640
9070	174838	1:1	714999
27257	174700	1:1	
83877	3565859	1:1	963870
HUMAN93537	181489	1:1	
6422	177401	1:1	
51125	178394	1:1	
84296	190979	1:1	
137964	181241	n:1	
7419	177524	n:1	1225583
6575	177512	1:1	
2339	176840	1:1	674242
HUMAN93766	171793	1:1	
7336	173347	n:1	
6591	191713	1:1	
137902	191484	n:m	800069
137902	181288	n:m	
9821	CAEEL19186	1:1	
51606	180534	1:1	1235292
6917	174450	n:1	
10434	172587	n:1	
29088	171710	1:1	
137695	176836	1:1	1192596
6224	173309	1:1	
195814	172603	1:m	
195814	179578	1:m	
54928	173241	1:1	
5862	171956	1:1	961282
23212	179942	1:1	961480
137872	174942	1:1	1177160
100533105	181697	n:1	
10987	177342	1:1	
10565	173231	n:1	697147
23471	177902	n:1	1173310
51110	175161	1:1	775286
2138	173293	1:1	
6129	171602	1:1	1226019
HUMAN94277	173354	n:1	
55284	173354	n:1	828838
6921	190775	1:1	1145591
51050	191309	1:1	
3174	171884	n:m	928536
3174	172840	n:m	
5828	178094	1:1	
646480	172390	n:m	
646480	191701	n:m	
646480	188761	n:m	
2167	191700	1:1	
646486	178686	1:1	
3612	172477	1:1	
92421	174091	n:m	
92421	CAEEL14681	n:m	
85481	171688	n:1	965362
11059	171647	1:1	
51115	173369	1:1	
734	177185	n:1	669420
1666	174316	1:m	
1666	189090	1:m	728795
1666	179872	1:m	
HUMAN94623	177679	n:1	
91147	185278	1:1	720497
54704	172035	n:1	
55656	173216	1:1	
137682	174761	1:1	
79666	176397	1:1	1227560
51001	179336	1:1	926191
9791	CAEEL09274	1:m	
9791	181211	1:m	892651
6156	172921	1:1	1229619
10247	182812	1:1	1204721
6788	180708	n:1	
3788	185719	1:m	
3788	183120	1:m	
3788	183753	1:m	
5440	184886	1:1	
169166	184624	n:1	
7534	178113	n:m	
7534	181348	n:m	1248120
51123	177731	1:m	
51123	187247	1:m	
50484	175525	n:1	
51366	172697	1:1	1204274
528	177017	1:1	1222224
81034	186841	n:1	917336
HUMAN95087	186841	n:1	
HUMAN95093	173778	1:1	1204648
HUMAN95095	180990	n:1	
1807	172464	1:m	
1807	177852	1:m	1175811
55074	179225	n:1	
3646	172959	1:1	1194007
9694	173509	1:1	1136401
7201	183056	1:1	
84955	172067	1:1	
27012	190011	1:1	969115
HUMAN95261	172044	1:1	1137105
84294	175715	1:1	1227442
5885	173808	n:m	926523
5885	CAEEL19208	n:m	
169026	176715	n:m	
169026	188574	n:m	
6873	CAEEL09902	1:1	952875
79075	171887	1:1	
28998	172479	1:1	1248817
6641	266844	n:1	
79139	172915	1:1	928407
55093	187641	1:1	
114907	183975	n:1	
157769	173371	1:1	761406
4715	175904	1:1	
9897	172306	1:1	
51571	174234	n:1	
23167	174042	n:1	
10397	173217	n:1	
51305	173613	1:1	
83696	181345	1:1	736319
27161	173468	n:m	
27161	181504	n:m	808940
11156	180677	n:1	790589
116447	266847	n:1	
93100	177070	1:1	1185202
7264	187512	1:1	960922
225689	175857	1:1	965956
HUMAN95960	175783	1:1	
22827	171922	1:1	963501
26873	189679	1:1	824113
54512	24105309	1:1	960836
8733	172256	1:1	
1537	172582	1:1	1249048
HUMAN96040	172953	1:1	
727957	24104280	n:1	1161754
23246	175069	1:1	1212723
8694	179540	1:1	1194482
29894	177003	1:1	670848
51160	173229	1:1	1209283
2875	172252	1:1	
441381	171771	1:1	
6132	180343	1:1	1250646
100287171	190025	1:1	
81704	180988	n:1	
6595	178015	n:1	
7436	174116	n:1	963782
9933	174572	1:1	
6505	174530	n:m	
6505	188744	n:m	
50808	174608	1:1	
10171	174151	1:1	1185253
57589	174664	1:1	1173293
79956	183431	1:m	
79956	174245	1:m	
26953	3565440	n:1	
2731	174012	1:1	783722
23081	175080	1:1	
5789	174685	n:1	
8777	CAEEL05727	1:1	965716
158219	174046	n:1	919905
11168	172730	1:1	
6456	172078	n:1	
158297	188307	1:1	967065
10670	174726	n:1	
6194	173260	1:1	
340485	189124	n:1	
25769	172834	1:1	
4507	174252	1:1	1246934
1993	174506	n:1	
9373	3565222	1:1	
80173	CAEEL04734	1:1	
79817	177511	n:1	903286
48	181324	1:1	1248348
23586	177425	n:1	1204966
138474	173257	n:1	1141951
3301	173341	n:1	
55234	173175	1:1	961244
2683	190668	1:1	
51510	179242	1:1	672117
4799	175902	1:1	961848
364	180589	1:1	1148908
360	174467	n:m	
360	180744	n:m	
65083	CAEEL03295	1:1	
54926	171734	n:1	828863
318	189639	1:1	927976
2592	175506	1:1	1145124
25822	3564910	1:1	
7415	174309	1:m	960917
7415	174624	1:m	
30968	172777	1:1	960867
7016	178307	1:1	
7169	173319	n:1	
7094	171736	n:1	962955
57704	173305	1:1	1185961
9827	3565369	1:1	1159737
4882	172051	n:1	
152007	259721	1:1	
1211	179150	1:1	1238505
219	175691	n:m	
219	187001	n:m	950146
79937	178167	n:1	
728577	178167	n:1	
5239	173843	n:1	
8395	172184	n:1	
23137	173874	1:1	960947
80036	178031	n:m	
80036	178036	n:m	
51104	172585	n:1	
7763	172441	n:1	
138199	174983	1:1	1244887
26578	172926	1:1	965102
55312	187789	1:1	
2650	173109	1:1	
23230	172705	n:1	
2776	171751	n:1	
29968	172756	1:1	1235608
158158	CAEEL18465	1:1	
414328	36805006	1:1	1161933
29979	172434	n:1	
84267	177378	1:1	878274
3190	172330	1:1	
80010	179383	1:1	
60560	179228	1:1	
81689	180262	1:1	783799
79670	175707	1:1	1179237
158046	190187	1:m	
158046	174582	1:m	
158046	177228	1:m	
549	176908	1:1	893484
4920	174473	n:1	
10558	173389	1:1	
3376	177926	1:1	1146509
23299	183417	n:1	
84641	188895	n:1	
8789	266822	n:1	
2203	266822	n:1	1152920
5727	173631	1:m	
5727	174274	1:m	
3293	175895	n:m	
3293	184934	n:m	
3293	182292	n:m	
3293	182291	n:m	
3293	184337	n:m	
22927	173512	n:1	964302
7111	172275	1:1	
4686	172345	1:1	
7507	187120	1:1	1202121
10541	173372	n:m	
10541	CAEEL13946	n:m	
55357	173986	1:1	
9568	191240	1:1	940620
85365	173912	1:1	818910
23071	172191	1:1	964850
54886	174710	n:1	
570	189157	n:m	
570	CAEEL01070	n:m	
570	172725	n:m	
570	187017	n:m	
56254	176180	n:1	
1539	191291	1:1	
10592	174669	1:1	960842
55151	174867	n:1	1186053
5887	174785	n:1	674267
8518	CAEEL00818	1:1	959222
8727	CAEEL00339	1:1	1215669
23731	175457	1:1	
5774	175463	n:1	
7295	189905	1:m	
7295	181863	1:m	966590
23392	176464	1:1	
548645	178043	1:1	1201952
7357	174001	1:m	940445
7357	188169	1:m	
7357	181790	1:m	
9991	174647	n:1	1187336
84263	3565470	1:m	
84263	179529	1:m	
1318	4926895	1:m	
1318	174118	1:m	1234766
23307	175423	1:1	
1317	190381	1:1	
9128	183250	1:1	960948
114987	173617	1:1	
81932	186851	1:1	955163
9550	172216	n:1	1244110
100288842	178142	1:1	
51552	181649	1:1	961269
HUMAN98263	177677	1:1	671604
4702	175371	1:1	
5082	190455	n:1	
23637	180444	n:1	1216990
5695	173168	1:1	
2516	174066	1:1	
2649	181621	1:1	809923
11224	176097	1:1	1174505
81873	171882	n:m	822135
81873	183522	n:m	
5537	183199	1:1	1195464
3309	174203	1:m	
3309	180880	1:m	960925
89853	182286	1:1	936836
6136	178279	1:1	
6812	CAEEL19245	1:1	
1025	173023	1:1	
2356	175842	1:1	916905
203	181317	1:1	961597
114789	186276	n:m	
114789	181399	n:m	917345
80142	177925	1:1	856082
1759	181644	n:1	1242954
2801	173870	1:1	
26995	177480	1:1	
51117	171966	1:1	
10999	178190	n:m	
10999	181138	n:m	
81605	13191153	1:1	
51148	3565069	n:1	
6709	180603	1:1	967036
29941	CAEEL19700	n:1	
10444	175249	1:1	
54662	CAEEL20085	1:1	961477
2021	172045	1:1	1190389
51490	176028	1:1	1231150
254295	178445	1:1	708239
56904	180667	n:1	962255
1384	181682	1:1	
5524	175395	1:1	675972
28989	171590	1:1	909336
27348	174433	n:m	
27348	189606	n:m	1218060
27348	189605	n:m	
1861	174433	n:m	
1861	189606	n:m	
1861	189605	n:m	
51759	172531	1:1	
23048	176812	n:m	
23048	180492	n:m	
23413	180448	1:1	961142
8939	175989	n:m	
8939	179423	n:m	
8939	181773	n:m	
23404	177403	1:1	
25	179768	1:1	
10319	180980	n:1	963496
83549	178160	n:1	
9328	175520	1:1	1186483
6837	174595	1:1	
6130	177203	1:1	1197478
6834	175415	1:1	1222798
6836	180843	1:1	
11094	181591	1:1	
1621	181639	1:1	697409
7410	181153	n:1	966446
8019	172054	n:1	
11091	175474	n:1	961377
51116	179229	1:1	1235445
HUMAN99251	181332	n:1	964001
169714	178168	n:m	
169714	180538	n:m	
169714	180664	n:m	
26086	CAEEL18835	n:1	675915
23203	171737	1:1	937090
10555	179398	1:1	
29085	185336	1:1	762866
8721	178071	1:1	
20	171782	1:1	965961
2529	187342	n:m	
2529	3565968	n:m	
91373	175497	n:1	
11253	177726	1:m	
11253	180787	1:m	825572
2902	173929	1:1	
27158	180314	1:1	910030
10383	181036	n:1	
54932	176346	1:m	1224930
54932	176347	1:m	
375775	176225	n:1	
HUMAN99520	CAEEL18425	n:1	962092
4535	2565698	1:1	960884
4512	CAEEL12756	1:1	961073
4513	CAEEL12757	1:1	
4514	2565701	1:1	961084
4538	CAEEL12755	1:1	960980
4519	CAEEL12753	1:1	1192277
8225	179372	1:1	1226274
28227	181721	1:1	
293	189112	n:1	
207063	172172	1:1	
5613	180673	1:1	975928
8226	24104817	1:1	955144
8228	182024	1:m	
8228	179492	1:m	1168926
425054	176190	1:1	
1183	174449	n:1	
3052	174713	1:1	
5634	176016	n:1	
92552	180049	n:1	721526
10597	180478	n:1	
54960	184305	1:1	1187490
2742	172103	n:m	
2742	172270	n:m	
2742	178930	n:m	784660
2742	180086	n:m	
158747	175798	1:1	
5277	174386	1:1	818911
8905	178989	n:1	1247163
56474	189267	n:1	
94056	172821	1:1	
5931	172802	n:1	962406
5475	175257	n:1	
5256	176149	n:1	898387
5160	3565996	n:1	
389840	24104671	n:1	
1964	177254	n:1	
6197	172647	n:1	
51360	176616	1:1	
168400	175083	1:1	
23597	173471	1:m	
23597	186453	1:m	1211505
1968	171792	n:1	960931
9468	181021	n:1	
5422	CAEEL08913	1:1	824450
2710	173747	n:1	759016
1756	173038	n:1	
83604	188736	1:1	1208132
6990	172476	n:1	
10159	181526	1:1	1220800
HUMAN100267	190611	1:1	
63904	182228	n:1	
7403	CAEEL19402	n:1	
84679	181258	n:1	962052
8241	172312	n:1	
7317	177855	1:1	784006
HUMAN100386	177615	n:1	
24140	175543	1:1	1166750
64840	180904	1:1	
10013	177316	1:1	1207012
10084	176847	1:1	781892
10245	177242	n:1	672081
7355	191452	1:1	
56850	177317	1:1	965214
27238	177923	1:1	
6855	177608	n:1	1215345
778	177513	n:1	
1184	174449	n:1	
55190	259365	n:1	
23708	179537	n:1	
8243	172116	n:1	
3028	178016	1:1	728735
10075	177084	1:1	
90121	178464	1:1	
54552	174329	1:1	1207713
5207	172147	n:m	
5207	177363	n:m	
10325	174726	n:1	1191515
29978	172434	n:1	675395
158584	190217	1:1	
55613	176757	n:1	
55906	191463	1:1	
4478	172174	n:1	
4983	175849	n:1	
286451	173123	1:1	
139562	177679	n:1	676441
3476	190617	n:1	1239202
24137	176750	n:1	961543
29934	189240	n:1	861698
54413	181484	n:1	938347
26548	172138	n:1	1211118
6872	173257	n:1	
8473	176000	1:1	961489
HUMAN101225	174979	1:1	1223525
6191	177481	n:1	1228215
5255	176149	n:1	
53344	175219	n:1	
389874	176979	n:1	
22	171807	1:1	960890
139596	3565732	1:1	811899
158866	191420	n:1	
HUMAN101376	176089	n:1	1218523
538	176770	n:1	
5230	171965	n:1	
169966	172187	n:1	
27330	172647	n:1	
1121	175311	n:1	
286499	175619	n:1	
1678	175331	n:1	
HUMAN101536	174695	n:1	
100529097	174695	n:1	
100996631	174353	n:1	718700
728343	CAEEL16392	n:1	751965
728343	CAEEL16392	n:1	
100996648	174353	n:1	
HUMAN101673	172103	n:m	
HUMAN101673	172270	n:m	784666
HUMAN101673	178930	n:m	
HUMAN101673	180086	n:m	
54885	178316	n:1	
5631	176016	n:1	1219718
5716	13188172	1:1	
115201	190777	n:1	
55916	171866	n:1	1135634
HUMAN101831	176005	n:m	
HUMAN101831	180859	n:m	961544
84187	3564990	1:1	
5063	180873	1:1	
79868	179890	1:1	744051
7224	192056	n:1	965636
10857	CAEEL19311	1:1	
292	176773	1:1	
63932	176589	1:1	
7319	177170	n:1	828833
23157	179976	1:1	
6170	179153	1:1	1236898
7737	176507	1:1	
79576	171995	1:1	963313
8450	174198	n:1	
28985	177377	n:1	1231272
29071	182687	1:1	
2747	178130	n:1	
10178	175953	n:1	
6594	175944	n:1	961057
4952	CAEEL01891	n:1	
51114	173062	n:1	
10813	172192	n:1	
9131	176635	1:1	1140010
57826	180011	n:1	
2239	181658	n:1	
3251	173323	n:1	1197421
56180	181060	n:1	1154258
203522	24104403	n:1	
93380	13187162	1:1	
HUMAN102307	181258	n:1	
9459	181490	n:1	
HUMAN102384	180571	n:1	
HUMAN102422	177073	n:1	
84548	178473	n:1	
4534	172148	n:1	
8776	172148	n:1	
3149	175890	n:1	
1260	176297	n:1	
1069	CAEEL08432	n:1	
492	177004	n:m	
492	177089	n:m	
215	24104835	n:1	
26576	176328	n:1	
3421	172430	1:m	
3421	175598	1:m	
6748	176626	1:1	
3897	177078	n:1	
554	188227	n:1	
393	178079	n:1	963282
HUMAN102769	177622	n:1	1231556
2316	176855	n:1	
6134	174311	1:1	
HUMAN102857	178095	1:1	
2664	178402	n:1	1209905
9130	179970	n:1	1246152
55558	246019	n:1	
HUMAN102922	178046	1:1	1195422
1736	176504	1:1	1244220
7411	173141	1:1	1251402
116442	183941	n:1	
1193	173314	n:m	
1193	175100	n:m	
55217	174358	1:1	734387
6192	177481	n:1	
7404	CAEEL19402	n:1	
HUMAN103082	181484	n:1	
9086	177254	n:1	
140032	177481	n:1	
HUMAN103186	178350	n:1	1164870
HUMAN103192	188274	n:1	
