Mouse	Human	type	OMAGroup
665119	9717	1:1	1132812
71751	9175	1:1	342983
66664	90407	1:1	824873
27426	51172	1:1	964092
239691	146556	1:1	1192796
208211	56052	1:1	1228374
239759	200879	1:1	1194031
70511	196483	1:m	887318
70511	85002	1:m	
70511	653333	1:m	
75826	59343	1:1	1169459
319765	10644	1:1	961966
268859	54715	1:1	968666
74720	283953	1:1	360011
239706	79091	1:1	754317
20462	6434	1:1	962592
104156	2119	1:1	1174363
268860	18	1:1	1192321
66690	25880	1:1	1228544
110197	1608	1:1	844270
54128	5373	1:1	1153490
12970	1427	1:1	
52502	23589	1:1	
436336	101929989	1:1	967282
70573	55171	1:1	1209772
67838	51726	1:1	961134
252870	7874	1:1	961032
11625	197	1:1	1216764
69053	29035	1:1	1229262
59083	26998	1:1	1226681
68172	116832	n:m	
68172	6170	n:m	
94175	3273	1:1	1226682
385643	3827	n:1	1151067
13731	2013	1:1	1210534
70426	146279	1:1	
26425	4682	1:1	960952
383103	780776	1:1	1236232
16644	3827	n:1	
12265	4261	1:1	966135
58239	28955	1:1	1143415
13682	1974	1:1	960885
106344	5984	1:1	961102
11450	9370	1:1	974287
20440	6480	1:1	871836
239766	132112	1:1	914344
17174	5648	1:1	966454
67775	64108	1:1	
20604	6750	1:1	1191740
224055	344892	1:1	914342
12053	604	1:1	972987
210126	4026	1:1	966858
74374	23274	1:1	1212095
71338	285386	1:1	
12703	8651	1:1	888132
21959	7142	1:1	953007
19120	58531	1:1	413244
19119	5620	1:1	1178780
19118	5619	1:1	974993
223970	116028	1:1	1186507
56722	9516	1:1	963623
20621	8303	1:1	341672
106200	51061	1:1	1245879
106205	29066	1:1	897623
66409	26156	1:1	965715
22061	8626	1:1	1212783
14852	2935	1:1	961470
21935	608	1:1	1194349
210530	55214	1:1	1179506
12737	9076	1:1	1190791
114141	10686	1:1	1207861
100043057	131920	1:1	1207701
74478	92017	1:1	1236301
223978	55313	1:1	847470
72555	729993	1:1	1172491
16180	3556	1:1	1220164
50505	2072	1:1	1224699
239789	647309	1:1	
239790	344901	1:1	1175755
224065	257313	1:1	
239719	57496	1:1	962392
74108	HUMAN26731	1:1	672915
67118	51283	1:1	347720
26565	8399	1:1	1210437
106298	54700	1:1	1232160
67501	152137	1:1	966321
18203	123803	1:1	1194828
14167	2257	1:1	911336
239796	151963	1:1	414075
27281	HUMAN74056	1:1	735052
94184	23042	1:1	1225541
268878	344905	1:1	707475
93734	255027	1:1	718824
224079	84239	1:1	707451
74143	4976	1:1	1214497
15205	3280	1:1	958745
71756	1370	1:1	963718
74488	HUMAN74097	1:1	970528
14729	2814	1:1	967373
224088	79572	1:1	707423
224090	93109	1:1	1223262
224092	55341	1:1	1207709
224093	131583	1:1	1144163
268880	152002	1:1	1242879
78618	23527	1:1	696969
66849	5504	1:m	826782
66849	153743	1:m	
11815	347	1:1	
71911	622	1:1	728899
13383	1739	1:1	1195773
30060	4241	1:1	1207178
239827	80235	1:1	1196517
106264	152217	1:1	1193719
68092	22916	1:1	963226
320213	205564	1:1	1219088
224105	5062	1:1	963179
72084	54965	1:1	1170628
66994	84984	1:1	1173489
224109	375387	1:1	344316
328660	56271	n:1	
268882	200933	1:1	1221321
68980	348793	1:1	880558
69576	255798	1:1	1151089
70238	165918	1:1	1191523
224111	26043	1:1	667395
277203	116211	1:m	
277203	116211	1:m	1163663
66061	HUMAN74212	1:m	
66061	255758	1:m	906184
13026	5130	1:1	1182004
106407	200931	1:1	827046
245308	131540	1:1	969099
70144	84859	1:1	963190
69707	84223	1:1	963441
57808	6165	1:1	924058
239833	HUMAN74379	1:1	964929
106326	114885	1:1	822022
69150	8723	1:1	962684
22661	7707	1:1	1236699
171286	84561	1:1	965816
MOUSE19420	57493	1:1	969122
17063	56667	1:1	966698
16419	3693	1:1	967470
22247	7372	1:1	1232678
MOUSE19430	8997	1:1	968702
76378	152015	1:1	698531
MOUSE19446	64770	1:1	1171717
107589	4638	1:1	963733
70757	201562	1:1	1216527
224129	111	1:1	962153
317717	26984	1:1	795675
72599	10954	1:1	965112
20357	54437	1:1	1219191
224132	84925	1:1	965560
66667	79663	1:1	894274
547253	54625	1:1	1181310
209200	151636	1:1	344244
80285	83666	1:1	1201972
16646	3836	1:1	962091
69544	54554	1:1	962748
70186	26355	1:1	
381045	131076	1:1	861770
209294	1475	n:1	
268885	1475	n:1	
433016	1475	n:1	
408196	1475	n:1	
76770	1475	n:1	718486
20861	1475	n:1	
100038854	1475	n:1	
100034684	1475	n:1	
20862	1475	n:1	
20863	1475	n:1	
12374	846	1:1	940669
12524	942	1:1	964574
106347	286676	1:1	1147071
57738	6565	1:1	
106389	55840	1:1	965111
MOUSE19512	9657	1:1	1224945
224139	2804	1:1	965011
15163	3059	1:1	966915
207215	51725	1:1	
77782	HUMAN71818	1:1	1174853
207227	9515	1:1	672737
74197	2960	1:1	1219668
19385	5902	1:1	1237896
15547	27037	1:1	
94223	54487	1:1	1161613
27883	128989	1:1	1183200
12846	1312	1:1	921841
26462	10587	1:1	1140005
11877	421	1:1	1207699
22042	7037	1:1	954217
51789	HUMAN74174	1:1	977855
140474	4585	1:1	
224116	HUMAN74143	1:1	969870
100502698	9711	1:1	1241502
69823	84248	1:1	1177045
14811	2903	1:1	940636
20472	10736	1:1	839865
13163	1616	1:1	972375
78586	55133	1:1	1233273
18754	5581	1:1	962610
631624	9668	1:1	
21356	6892	1:1	1196568
81630	9278	1:1	963754
13819	2034	1:1	936641
78469	388946	1:1	905517
74915	90423	1:1	1218572
104215	23433	1:1	965252
18701	5281	1:1	875674
19732	5863	1:1	809347
56724	9419	1:1	1236152
56468	9655	1:1	346028
74123	116113	1:1	1216134
14976	10471	1:1	1183118
193813	90411	1:1	
57315	9277	1:1	1247643
54218	8705	1:1	722930
58217	54210	1:1	959882
20084	6222	n:1	1203759
225049	57217	1:1	1159816
449521	7760	1:1	981096
75467	285051	1:1	1196365
224840	285852	1:1	960276
22654	7755	1:1	973284
12314	805	n:m	
12314	805	n:m	961875
12314	805	n:m	
328833	79865	1:1	1137790
224705	6293	1:1	789645
17075	4072	1:1	411974
83433	54209	1:1	1212371
332221	84891	1:1	971886
17685	4436	1:1	1135876
210741	56660	1:1	348730
240047	64386	1:1	1188103
71326	340205	1:1	1143392
17688	2956	1:1	1135874
212733	HUMAN26074	1:1	963290
19763	6015	1:1	761496
386612	79228	1:1	1236223
353502	54985	1:1	1218568
27279	51330	1:1	902401
225055	80204	1:1	969713
54419	9074	1:1	1190798
56863	9080	1:1	1190794
14236	3344	1:1	348357
14979	7923	1:1	728727
73825	129285	1:1	967026
18044	4800	1:1	1212746
14977	7922	1:1	961152
77057	11037	1:1	1152760
MOUSE19861	HUMAN26050	1:1	992023
106821	221443	1:1	852572
11811	10930	1:1	
71828	11036	1:1	965093
268930	9088	1:1	964377
70026	222642	1:1	1226982
76498	124222	1:1	822404
73016	79412	1:1	1176970
16867	3973	1:1	964440
14309	2492	1:1	
16647	3838	n:1	
76589	222643	1:1	1136430
224613	84256	1:1	1188777
70530	57497	1:1	972867
76917	114984	1:1	418155
MOUSE19896	6257	1:1	928534
75956	23524	1:1	962555
67673	6923	1:1	1165064
56738	4337	1:1	928016
353130	260429	1:1	970828
71003	360226	1:1	976813
57256	10942	1:1	973179
76441	23500	1:1	966677
319991	221458	1:1	963133
76438	23180	1:1	1144640
20234	124220	1:1	
13164	1618	1:1	1168173
224860	23228	1:1	1134902
70835	64063	1:1	981898
213171	83886	1:1	968100
MOUSE19959	9378	1:1	968585
69259	54442	1:1	961963
72238	9779	1:1	968002
11516	116	1:1	1201699
76781	64863	1:1	1189504
20230	6304	1:1	1194247
211468	131096	1:1	963364
18607	5170	1:1	961539
211482	151651	1:1	680129
271457	5868	1:1	962125
110332	151649	1:1	1172637
245847	51005	1:1	1241719
18519	8850	1:1	1224411
11984	527	1:1	1152270
72415	151648	1:1	1242343
69083	6819	1:1	746775
20888	442038	1:1	746782
63993	60482	1:1	1196669
240119	84620	1:1	871837
50498	10148	1:1	1189526
72886	55702	1:1	948380
20420	56961	1:1	966327
224617	57465	1:1	
240121	79187	1:1	1216949
18209	4917	1:1	969829
106766	55620	1:1	1212795
72016	80178	1:1	1139354
12449	899	1:1	1143726
12815	1302	1:1	965489
68047	84954	1:1	723656
15001	3111	1:1	
20405	6455	1:1	963723
27221	10036	1:1	963295
66530	80700	1:1	696496
14312	6046	1:1	966087
15193	84717	1:1	967255
14998	3108	1:1	1141247
27410	21	1:1	
57435	729359	1:1	968385
15000	3109	n:1	356152
66968	440503	1:1	1216622
76905	116844	1:1	
14999	3109	n:1	
19826	10921	1:1	962099
20359	10501	1:1	1219197
66443	126282	1:1	1206373
28106	56005	1:1	1171935
16912	5698	1:1	1240702
13177	1632	1:1	893495
224897	91039	1:1	955153
66705	1775	1:1	745437
14154	55527	n:1	1155595
106759	148022	1:1	1231783
66905	10226	1:1	1216621
76920	645432	1:1	792911
21354	HUMAN84241	1:1	961829
16913	5696	1:1	1240704
21355	HUMAN84231	1:m	
21355	6891	1:m	961226
13560	1877	1:1	970749
67078	283871	1:1	1211389
15002	3112	1:1	
14961	3119	1:1	1141260
18140	HUMAN39944	1:1	809805
56716	64223	1:1	960934
14960	3117	1:m	
14960	3118	1:m	1162701
319259	283870	1:1	947265
14969	3127	1:m	
14969	3123	1:m	
MOUSE20178	3122	1:1	1162698
547431	56244	1:1	970611
193796	23030	1:1	1224116
268932	57524	1:1	968291
18132	4855	1:1	969263
106512	63940	1:1	1135729
18515	5089	1:1	1215405
19280	5802	1:1	965884
20834	148066	1:1	974506
MOUSE20219	257000	1:1	902392
224619	84231	1:1	964397
11596	177	1:1	1185701
54197	6048	1:1	680322
328778	25837	1:1	962969
224902	9667	1:1	
55979	10554	1:1	1167054
18763	5310	1:1	1187807
224903	6294	1:1	964222
224904	125988	1:1	1138992
54217	25873	1:1	699681
81701	80864	1:1	1152221
74142	9361	1:1	1223148
106757	257062	1:1	1158968
71810	8498	1:1	
106639	400673	1:1	1172852
69875	HUMAN40050	1:m	
69875	126328	1:m	1208466
18188	4902	1:1	853879
224907	56931	1:1	1237360
100504446	163154	1:1	1159220
19725	5990	1:1	936528
328845	81616	1:1	962296
54397	9374	1:m	1229706
54397	HUMAN84158	1:m	
64144	4298	1:1	962972
171168	125981	1:1	947704
260297	80863	1:1	972448
53895	8192	1:1	923014
56299	63943	1:1	968101
66400	84266	1:1	924603
19197	5623	1:1	853880
98053	2962	1:1	961642
12915	1388	1:1	1239451
16549	8570	1:1	968105
103775	284427	1:1	917390
66972	79085	1:1	917385
224912	92359	1:1	827673
70785	79958	1:1	761288
22153	10382	1:1	674836
21950	8744	1:1	
21948	970	1:1	1174600
50930	8740	1:1	
12268	720	1:m	765486
12268	721	1:m	
13079	1589	1:1	930632
12266	718	1:1	765483
78308	56927	1:1	1245686
54402	8859	1:1	762065
112403	1797	1:1	1161693
106628	9322	1:1	971122
108077	6499	1:1	1183788
22084	7249	1:1	1194418
18207	4913	1:1	806210
27632	HUMAN84097	1:1	964268
65962	9351	1:1	1207559
213753	HUMAN25798	1:1	964370
20974	9143	1:1	954768
11692	2671	1:1	677845
71893	124056	1:1	839855
213773	10607	1:1	960954
22324	7409	1:1	972410
67504	146310	1:1	770640
16898	6187	1:1	1166785
68342	4716	1:1	1189882
14962	629	1:1	878810
13733	2015	1:1	979057
66211	6123	1:1	1251238
MOUSE20435	HUMAN84090	1:1	
27361	51734	1:1	1220084
328779	64711	1:1	886826
75178	254528	1:1	1222191
12263	717	1:1	878808
193736	221527	1:1	912355
67993	83594	1:1	812148
13640	1946	1:1	1202587
14651	3029	1:1	775284
68636	81889	1:1	1199762
16005	3483	1:1	963732
50758	64839	1:1	966365
26426	10101	1:1	961177
14158	2241	1:1	963005
224938	9867	1:1	1228812
79043	90864	1:1	942667
17158	4124	1:1	1223670
193838	197342	1:1	736120
110147	10919	1:1	1197076
381107	642987	1:1	1168186
70129	80736	1:1	1174243
30960	9218	1:1	1148385
213272	HUMAN37609	1:1	968914
18010	4758	1:1	800243
106572	11031	1:1	963381
15511	3303	n:m	
15511	3303	n:m	969314
193740	3303	n:m	964271
193740	3303	n:m	
15482	3305	1:1	963811
27756	57819	1:1	1213861
70351	9989	1:1	958637
19765	10928	1:1	790729
22321	7407	1:1	1146506
65960	57045	1:1	1206824
27762	80737	1:1	1155561
106585	23253	1:1	969220
78376	401251	1:1	1160095
72900	4729	1:1	948858
68767	100287171	1:m	
68767	HUMAN103014	1:m	962520
17687	4439	1:m	1135879
17687	HUMAN84049	1:m	
320209	1663	1:1	901416
114584	1192	1:1	856074
51793	23564	1:1	945883
106722	80739	1:1	1194113
MOUSE20608	80740	1:1	1139052
114654	58530	1:1	367494
70274	HUMAN84011	1:1	1140530
433099	259215	1:m	
433099	110599563	1:m	922618
193742	7920	1:1	1187115
114652	80741	1:1	1165062
266614	58496	1:1	421000
68617	23255	1:1	937513
MOUSE20627	HUMAN37563	1:1	964328
13001	HUMAN83988	1:m	
13001	HUMAN83991	1:m	930189
81845	7918	1:1	1241669
240131	339291	1:1	962935
114585	57827	1:1	900787
55938	55937	1:1	1200550
16772	284217	1:1	965133
106583	HUMAN87129	1:1	1238523
268970	79822	1:1	963008
MOUSE20660	91133	1:1	
622645	645369	1:1	1144631
24001	HUMAN87137	1:1	945623
224481	51106	1:1	1212878
224480	50508	1:1	750419
224727	HUMAN83953	1:1	1242088
239985	57492	1:1	962907
53761	7916	1:1	972690
70544	729515	1:1	1241654
106557	160287	1:m	
106557	92483	1:m	1216198
224454	79683	1:1	966559
66616	51429	1:1	948506
11629	199	1:1	1222473
16988	7940	1:1	923605
16994	4050	1:1	1134077
21926	7124	1:1	1134078
16992	4049	1:1	
18038	4795	1:1	966715
66237	534	1:1	1244111
53817	7919	1:1	
14964	3135	n:m	
14964	3105	n:m	
14964	3107	n:m	
14964	3106	n:m	
15006	3134	n:1	
15013	3134	n:1	
MOUSE20727	HUMAN25709	1:1	1232128
79044	65993	1:1	1163788
79059	4832	1:1	1250768
13823	23136	1:1	963168
52009	90861	1:1	1145678
22666	7541	1:1	963296
320722	642597	1:1	953013
57354	57585	1:1	1207486
106633	9742	1:1	720115
407831	79652	1:1	1185400
15018	3135	n:m	
15018	3105	n:m	
15018	3107	n:m	
15018	3106	n:m	
15007	3135	n:m	
15007	3105	n:m	
15007	3107	n:m	
15007	3106	n:m	
18999	5460	1:m	1174555
18999	5462	1:m	
106795	6941	1:1	740685
71718	9894	1:1	814649
68509	390667	1:1	719689
240084	54535	1:1	962838
57390	170680	1:1	980623
386463	1041	1:1	974401
69542	29113	1:1	950952
433102	389376	1:1	953012
672682	100507679	1:1	
20975	8871	1:1	1168825
224997	9229	1:1	1134607
321007	84947	1:1	668669
66467	404672	1:1	1233556
21815	7050	1:1	1164044
MOUSE20829	1186	1:1	1202780
68915	57176	1:1	1146510
67938	103910	n:1	
67938	103910	n:1	973115
68842	56995	1:1	1242078
207209	HUMAN25672	1:1	971036
102643076	105371045	1:1	944342
214489	283951	1:1	1186671
67268	10627	1:1	
77106	57583	1:1	1215108
21648	6993	n:1	942587
74154	64718	1:1	1242060
14885	2968	1:1	1181294
21648	6993	n:1	
214505	84572	1:1	1222106
68327	115939	1:1	1216466
21648	6993	n:1	
21648	6993	n:1	
83672	94120	1:1	1180935
22350	7430	1:1	
100037282	83861	n:1	
380608	117289	n:1	
17929	8736	1:1	1141207
100037283	HUMAN87372	n:1	
100037283	HUMAN87372	n:1	
545192	8938	1:1	1181943
20112	6196	1:1	963332
64898	9663	1:1	1148482
100216474	83887	1:1	671609
22196	7329	1:1	828831
667055	54346	n:1	
246707	84034	1:1	868435
MOUSE20948	64499	n:m	
MOUSE20948	7177	n:m	975288
MOUSE20948	23430	n:m	
68655	84624	1:1	969298
72536	117289	n:1	1209066
17229	64499	n:m	
17229	7177	n:m	
17229	23430	n:m	
26945	25823	1:1	986715
66832	83861	n:1	1196528
100037283	HUMAN87372	n:1	1192163
100037283	HUMAN87372	n:1	
74355	23347	1:1	1185283
67052	10403	1:1	961193
12305	780	1:1	1193760
75296	11116	1:1	963721
15937	8870	1:1	897609
70891	245711	1:1	1225386
12458	1235	1:1	1167306
58226	8912	1:1	964176
55951	51660	1:1	1199434
71840	150483	1:1	962106
20609	6755	1:1	965457
72515	23160	1:1	1188289
20681	30812	1:1	959308
106489	113402	n:1	
320111	285800	1:1	1143396
MOUSE21037	64788	1:1	961613
320159	165186	1:1	1142401
14251	10211	1:1	961274
225004	388939	1:1	1177790
64337	51764	1:1	1170166
22154	203068	1:1	674830
240087	9656	1:1	965490
106582	11270	1:1	824300
214901	63922	1:1	674600
76448	170954	1:1	965080
106707	113000	1:1	
328783	HUMAN25574	1:1	822927
69192	8449	1:1	1225074
56047	10232	1:1	822928
MOUSE21088	64428	1:1	929970
23984	HUMAN87339	1:1	697792
78785	79745	1:1	
11682	238	1:1	964505
68977	84264	1:1	775295
383295	51646	1:1	770795
381077	124093	1:1	964219
77889	81606	1:1	1153177
MOUSE21132	168090	1:1	943171
73242	79969	1:1	674106
214917	65990	1:1	1149289
70083	79006	1:1	1207991
225010	HUMAN62131	1:1	939227
214931	146330	1:1	963987
268933	84219	1:1	951345
66973	28973	1:1	1201726
19317	9444	1:1	351187
381122	92291	1:1	719408
69310	135138	1:1	1148736
72106	339123	1:1	907318
52040	5514	1:1	962865
56424	10273	1:1	1207792
71685	79623	1:1	1131540
57440	30845	1:1	822847
214951	9028	1:1	898067
MOUSE21192	89941	n:1	
50873	5071	1:1	964413
224742	23	1:1	961331
68262	56895	1:1	939228
75210	80742	1:1	1193784
214952	89941	n:1	1251434
14670	2794	1:1	1207712
22436	7498	1:1	869448
94224	6716	1:1	1176067
26407	4216	1:1	1228708
15040	3133	1:1	
18815	5340	1:1	343753
76890	51072	1:1	1204620
20519	6581	1:1	962967
66310	84661	1:1	965528
20518	6582	1:1	962244
20517	6580	1:1	965027
106618	197335	1:1	964790
68241	84331	1:1	1235327
68347	84326	1:1	1216819
215001	117166	1:1	1189974
16004	3482	1:1	967393
50850	6683	1:1	963201
17171	4142	1:1	971285
224624	57799	1:1	1170622
240023	154197	1:1	672916
67681	29074	1:1	942608
210148	55676	1:1	1188811
667977	3135	n:m	
667977	3105	n:m	1141257
667977	3107	n:m	
667977	3106	n:m	
268973	58484	1:1	967541
67864	84272	1:1	720012
21454	6950	1:1	847238
14755	9091	1:1	1195902
621239	283948	1:1	755322
100034748	146325	1:1	952210
224530	39	n:1	
67676	HUMAN83707	1:1	761452
110460	39	n:1	1233075
79263	56658	1:m	968298
79263	202658	1:m	
MOUSE21379	6650	1:1	839347
60532	9589	1:1	1185382
20656	6648	1:1	1246443
436440	2853	1:1	1208302
26378	26063	1:1	728739
MOUSE21426	4833	1:1	1250766
381058	54346	n:1	834077
60455	58986	1:1	1212380
68611	10573	1:1	1225380
MOUSE21453	8312	1:1	1246290
69191	64714	1:1	962632
14570	398	1:1	1209702
50782	8786	1:1	1164117
12211	57448	1:1	1210278
17356	4301	1:1	969318
106581	83986	1:1	409201
240025	168002	1:1	1240844
14991	3134	n:1	
64074	64094	1:1	1242889
258831	26529	n:1	915677
258218	26529	n:1	
258830	26529	n:1	
74196	55622	1:1	1245321
66978	55692	1:1	961423
21826	7058	1:1	342494
240055	54492	1:1	1231961
258832	81797	1:1	915672
19252	1843	1:1	1168467
258325	81696	n:1	878872
545205	81696	n:1	
71682	253769	1:1	1163474
67912	387263	1:1	1160545
72057	55274	1:1	
258287	442191	1:1	982017
67458	57222	1:1	889782
21647	6991	n:1	
11974	8992	1:1	
21647	6991	n:1	906186
77128	153222	1:1	1197264
258481	442185	1:m	
258481	442186	1:m	352963
258481	26707	1:m	
224630	662	1:1	
381062	55780	1:1	1194987
18091	1482	1:1	1234290
13388	28514	1:1	
16580	3833	n:1	
67544	84498	1:1	1228992
19170	5689	1:1	1240698
18663	5232	1:1	
MOUSE21706	4052	1:1	967677
21652	5252	1:1	1156984
11571	10321	1:1	965633
240168	25780	1:1	809346
67675	51596	1:1	1227099
21374	6908	1:1	708774
72722	25940	1:1	1154244
18567	5134	1:1	1221442
22024	7180	1:1	965592
19743	6005	1:1	966558
213389	56979	1:1	976624
71583	135398	1:1	960284
435528	389396	1:1	873617
50766	51232	1:1	970042
83815	55166	1:1	1233788
17850	4594	1:1	663819
627626	442213	1:1	1151131
353344	HUMAN85122	1:1	979191
12648	1105	1:1	961220
225020	9637	1:1	
68799	HUMAN80173	1:1	1200125
78249	221393	1:1	978320
435529	HUMAN85117	1:1	974514
74199	5212	1:1	964540
67045	55781	1:1	1242288
66643	167410	1:1	1163130
12488	23607	1:1	966170
94185	27242	1:1	1156196
268980	6801	1:1	962062
240028	4012	1:1	806351
77596	266977	1:1	971730
240057	8831	1:1	802209
474156	221504	n:1	973386
474156	221504	n:1	
75202	147650	1:1	1212026
224792	221395	1:1	342290
15116	HUMAN45546	1:1	1131616
320473	54497	1:1	1203881
14293	2357	1:1	938198
14289	2358	n:1	976116
14294	2358	n:1	
53951	253635	1:1	1236375
12018	578	1:1	1145325
17287	4224	1:1	962842
100043332	HUMAN85102	1:1	1212869
19106	5610	1:1	966634
73671	391365	1:1	746772
68554	100505876	1:1	936850
16440	3710	1:1	968333
27226	7941	1:1	812522
67267	84300	1:1	1181989
12607	10153	1:1	1226359
271424	117283	1:1	964102
210510	221400	1:1	1211066
224640	221496	1:1	1223127
74011	9481	1:1	917350
73694	55471	1:1	960900
56050	51302	1:1	930744
53901	10231	1:1	1152685
665525	317701	1:1	
268934	2914	1:1	940646
83965	59084	1:1	1161861
224794	22875	1:1	1161860
224796	53405	1:1	856102
75292	23683	1:1	967005
70536	25797	1:1	1185800
260409	10602	1:1	1233836
51792	5518	1:1	714822
381110	151393	1:1	925334
13078	1545	1:1	930625
224585	90338	1:m	981806
224585	79788	1:m	
56298	64225	1:1	962712
171232	317703	n:1	
171233	317703	n:1	
MOUSE22079	860	1:1	1134616
72692	HUMAN62326	1:1	1187340
109115	8464	1:1	1194958
319625	130589	1:1	925964
71702	988	1:1	961011
15361	3159	n:1	
71020	221409	1:1	1181340
224805	57505	1:1	1226435
21645	202500	1:1	1216936
225027	6432	1:1	963784
210573	441151	1:1	963473
106672	221491	1:1	1194252
67242	79833	1:1	1198086
18037	HUMAN85043	1:1	962818
73836	347734	1:1	698766
56409	11165	1:1	1166939
MOUSE22162	100529239	1:1	340081
15516	3326	1:1	
106794	90957	1:1	1225078
67097	6204	1:1	1246510
378462	729967	1:1	967275
381112	100271715	1:1	1177093
20662	6654	1:1	1193026
381113	344387	1:1	966555
23969	29993	1:1	964789
30051	25803	1:1	1135075
224647	64771	1:1	943793
225028	8491	1:1	970134
20630	6631	1:1	961518
68027	130733	1:1	351888
72167	80745	1:1	1189557
224648	54887	1:1	1237657
68776	6882	1:1	
MOUSE22230	6546	1:1	1178874
106522	91461	1:1	1201720
224650	HUMAN84430	1:1	1229030
21463	6954	1:1	718695
78798	27436	1:1	966750
63959	2030	1:1	673903
20463	9167	1:1	927733
653016	101929726	1:1	413568
225030	170850	1:1	968208
268958	11131	1:1	719416
268935	222663	1:1	971388
116871	57504	1:1	1191718
224807	55362	1:1	
68463	64928	1:1	1176982
107766	23498	1:1	1214420
12193	678	1:1	1237214
224656	7629	1:1	1201533
240174	63892	1:1	920098
23853	50619	1:1	1193035
213556	130271	1:1	736272
68565	55168	1:1	1170812
75564	221421	1:1	1233354
213575	51626	1:1	1219593
66591	9587	1:1	1199282
19015	5467	1:1	928547
27409	64240	1:1	961864
56055	54676	1:1	
80905	5429	1:1	1244441
72775	2178	1:1	673084
67470	64241	1:1	961809
72322	57510	1:1	1214510
19896	4736	1:1	960953
72416	10128	1:1	964762
20016	9533	1:1	1237242
28064	25844	1:1	1178163
21678	7005	1:1	1195963
224813	221424	1:1	964728
19043	5495	1:m	
19043	HUMAN62459	1:m	963674
20532	6519	1:1	874076
22157	7287	1:1	671820
74094	93643	1:1	1144627
MOUSE22421	HUMAN62471	1:1	955155
73582	79823	1:1	887316
106565	65989	1:1	963557
14229	2289	1:1	962480
67645	221481	1:1	949399
328788	389383	1:1	937673
20473	6496	1:1	839869
109791	1208	1:1	1185613
328789	222662	1:1	
224814	89845	1:1	961430
20815	6732	1:1	964044
57908	24149	1:1	964482
114570	401262	1:1	963155
224661	116369	1:1	910346
108114	10864	1:1	963099
106763	84630	1:1	1197522
381101	10591	1:1	
78309	23113	1:1	1173222
20807	6722	1:1	1206386
71461	5754	1:1	
74764	89953	1:1	970287
27398	HUMAN84872	1:m	
27398	51069	1:m	1250649
26416	1432	1:1	961074
MOUSE22500	2787	n:1	
